bedrooms,bathrooms,area,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,parking,furnishingstatus,price
6,6,2435,2,no,no,no,no,yes,yes,1,semi-furnished,473404
3,4,1856,2,yes,no,no,no,yes,yes,3,furnished,424138
3,4,1695,1,yes,no,yes,no,no,yes,1,unfurnished,322319
4,4,2340,2,yes,no,no,no,yes,no,1,unfurnished,414785
3,4,1480,2,yes,no,yes,no,yes,yes,0,unfurnished,301414
1,1,500,1,yes,no,yes,no,yes,no,2,semi-furnished,162530
3,3,1755,3,yes,no,no,yes,yes,no,1,semi-furnished,319490
5,6,2558,3,yes,no,yes,no,no,yes,1,semi-furnished,520918
2,2,961,2,yes,yes,no,no,yes,yes,1,furnished,236693
3,3,1504,1,yes,no,no,no,yes,yes,0,semi-furnished,293073
2,1,1851,2,yes,no,no,no,no,yes,2,semi-furnished,312134
3,4,1638,1,yes,no,no,no,no,yes,2,unfurnished,328332
1,2,1046,1,yes,yes,yes,no,yes,no,1,semi-furnished,229963
3,4,1569,3,yes,no,no,no,yes,yes,0,unfurnished,321434
4,5,1681,1,yes,no,yes,no,yes,yes,2,unfurnished,356560
2,2,1265,1,yes,yes,yes,yes,yes,yes,0,semi-furnished,271393
3,3,1646,1,yes,yes,yes,no,no,no,3,furnished,381952
4,4,2020,1,yes,no,yes,no,yes,no,1,semi-furnished,408556
5,4,2477,1,yes,no,no,no,yes,no,1,semi-furnished,396896
2,2,1352,4,yes,no,yes,no,yes,no,2,furnished,299581
3,5,1669,1,yes,yes,no,yes,yes,yes,2,furnished,387986
2,1,1047,1,yes,no,no,no,yes,yes,1,unfurnished,217025
6,6,2997,1,no,no,no,no,yes,yes,1,furnished,605450
5,5,2110,3,no,no,no,no,no,yes,1,semi-furnished,437743
3,3,1289,2,yes,no,yes,no,yes,no,3,unfurnished,254106
4,6,2247,2,yes,no,no,no,no,yes,2,semi-furnished,448973
3,3,1801,3,yes,no,no,no,yes,yes,1,semi-furnished,369880
3,3,1688,2,yes,yes,yes,yes,yes,no,0,unfurnished,290072
1,2,620,2,yes,no,no,no,yes,no,1,semi-furnished,192442
4,4,1958,1,no,no,no,no,yes,no,1,furnished,417071
2,2,1247,2,yes,no,yes,no,yes,yes,1,unfurnished,252667
4,4,1780,2,no,no,yes,no,yes,no,2,semi-furnished,343161
4,5,1952,2,yes,no,yes,no,no,yes,0,semi-furnished,396800
4,6,2230,1,yes,yes,no,yes,no,yes,1,semi-furnished,444356
1,2,1185,2,yes,yes,no,no,yes,no,2,furnished,257443
2,2,1216,1,yes,no,no,no,yes,no,1,unfurnished,246933
2,3,1451,1,yes,no,no,no,no,yes,0,unfurnished,248598
3,3,1317,2,yes,no,no,no,yes,yes,0,furnished,318350
1,1,1031,3,yes,yes,no,no,no,yes,0,unfurnished,168871
5,5,2339,2,yes,no,no,no,no,yes,2,unfurnished,432407
3,3,1761,2,yes,yes,no,no,yes,no,2,semi-furnished,347020
2,3,1250,1,yes,yes,no,yes,yes,yes,0,semi-furnished,276325
3,4,1964,1,yes,no,no,no,yes,no,1,furnished,373267
3,5,1525,1,yes,no,no,no,no,no,1,semi-furnished,293584
3,4,1825,2,yes,no,no,no,yes,yes,2,furnished,427111
3,4,1644,1,yes,yes,yes,no,no,yes,2,semi-furnished,374232
5,4,2468,1,no,no,yes,no,yes,yes,1,semi-furnished,471587
3,2,1663,3,yes,no,no,yes,yes,yes,1,unfurnished,268827
6,6,2730,1,yes,no,yes,no,yes,yes,0,unfurnished,562822
4,4,2097,2,yes,no,no,no,yes,yes,2,furnished,452287
2,3,1287,2,no,no,yes,no,yes,no,2,unfurnished,239188
5,5,2548,2,yes,no,yes,no,yes,yes,3,semi-furnished,501700
2,1,1316,2,yes,no,yes,yes,yes,no,0,semi-furnished,255243
4,4,2259,2,yes,no,yes,no,yes,yes,2,furnished,496573
3,3,1884,1,yes,yes,yes,no,yes,no,2,unfurnished,364092
4,3,1889,3,yes,no,no,no,no,no,3,unfurnished,332158
4,5,2273,3,yes,yes,no,no,yes,yes,1,unfurnished,424510
4,4,1862,1,yes,yes,no,no,yes,no,2,unfurnished,394050
4,5,2217,1,no,yes,no,no,no,no,0,furnished,440387
2,2,1423,3,yes,no,no,no,no,no,2,unfurnished,248309
1,1,517,2,yes,no,no,yes,yes,no,1,semi-furnished,105109
3,3,1718,2,yes,no,no,no,yes,yes,2,furnished,384052
2,3,1206,2,yes,no,no,yes,no,yes,2,semi-furnished,279676
3,3,1548,1,yes,yes,yes,no,no,yes,1,semi-furnished,342739
2,3,1570,2,yes,no,yes,yes,no,yes,2,furnished,342583
5,5,2369,2,yes,yes,yes,no,yes,no,0,furnished,518147
3,4,1538,1,yes,no,yes,yes,yes,no,1,furnished,380227
4,4,2115,2,yes,no,no,yes,yes,yes,1,furnished,474287
2,3,1437,3,no,yes,yes,no,no,no,0,furnished,284972
4,5,2071,2,yes,yes,no,no,yes,no,2,furnished,399327
5,6,2733,1,yes,no,no,no,yes,yes,0,furnished,564789
3,3,1806,2,yes,no,no,no,no,yes,2,unfurnished,346691
3,2,1264,3,yes,no,no,yes,yes,yes,2,unfurnished,248895
4,3,1994,3,yes,no,yes,no,yes,no,3,furnished,437146
2,3,1187,2,no,no,no,no,yes,no,2,unfurnished,216166
3,4,1795,1,yes,no,yes,no,yes,yes,0,semi-furnished,358455
3,4,1175,3,yes,yes,no,no,yes,yes,2,semi-furnished,284156
2,2,1809,2,yes,yes,no,no,yes,no,1,semi-furnished,341944
3,3,1806,1,yes,no,no,no,yes,no,3,semi-furnished,339715
1,1,929,2,yes,no,no,no,yes,no,2,furnished,177321
1,3,1136,2,yes,yes,no,no,yes,no,2,furnished,269417
2,3,1768,2,no,yes,yes,no,yes,yes,0,semi-furnished,306684
5,6,2674,1,yes,yes,yes,no,yes,yes,2,semi-furnished,560013
3,3,1889,2,yes,yes,no,no,yes,yes,2,unfurnished,373501
5,6,2526,3,no,yes,no,no,yes,no,2,furnished,561533
3,4,1671,3,yes,no,no,yes,yes,yes,0,unfurnished,322355
2,2,1204,3,yes,no,yes,no,yes,no,3,semi-furnished,249931
3,4,1534,4,yes,no,no,no,yes,yes,0,unfurnished,312760
3,5,1562,1,yes,no,no,yes,yes,no,2,furnished,349567
2,3,1029,2,yes,no,no,no,yes,yes,2,unfurnished,214425
3,4,1684,2,no,no,no,yes,no,yes,0,unfurnished,296007
2,2,963,3,yes,no,no,no,yes,no,0,semi-furnished,193810
3,3,1738,1,yes,no,yes,no,yes,yes,2,semi-furnished,327887
3,5,1692,4,yes,no,no,yes,yes,no,1,furnished,394255
2,1,1329,2,no,no,yes,yes,no,yes,0,unfurnished,236434
1,2,795,3,yes,no,yes,no,yes,yes,2,furnished,216242
4,5,2715,1,yes,no,no,no,yes,no,2,semi-furnished,456382
3,4,1972,1,yes,no,no,no,yes,no,2,furnished,371978
1,3,651,3,yes,no,no,no,yes,yes,0,semi-furnished,208944
6,6,2946,1,no,yes,no,no,no,no,0,semi-furnished,517200
1,1,778,3,no,no,no,yes,yes,yes,2,unfurnished,176570
3,2,1497,1,yes,no,yes,no,no,yes,2,semi-furnished,310524
6,6,2631,2,yes,yes,no,no,yes,yes,2,unfurnished,456216
2,2,1386,2,yes,no,yes,no,yes,yes,2,semi-furnished,323885
2,2,1163,2,yes,no,no,no,yes,yes,1,furnished,278825
2,3,1493,2,yes,yes,yes,no,yes,yes,0,furnished,321780
2,4,1498,2,yes,no,no,no,yes,yes,3,unfurnished,296192
2,2,1574,1,yes,yes,no,no,yes,no,2,furnished,290828
3,3,1529,1,no,no,yes,no,yes,yes,2,semi-furnished,350978
1,3,995,2,yes,no,yes,no,no,no,3,furnished,218056
3,2,1826,2,no,no,yes,no,yes,no,3,semi-furnished,327764
6,5,2805,3,yes,no,yes,yes,yes,yes,2,unfurnished,522008
4,4,1945,2,yes,no,yes,no,yes,yes,1,semi-furnished,403127
3,4,2021,2,no,no,no,no,yes,yes,3,furnished,446604
2,2,1345,2,yes,no,no,yes,yes,no,2,furnished,317997
3,5,1827,1,yes,no,no,no,no,yes,1,furnished,382146
3,3,1535,2,yes,no,no,no,no,yes,2,furnished,350495
3,4,1456,4,yes,no,no,no,yes,no,1,semi-furnished,307944
2,2,1186,3,no,yes,no,no,yes,no,2,semi-furnished,218003
4,4,2075,2,no,no,no,no,yes,yes,1,furnished,480851
3,4,1487,2,yes,yes,no,yes,no,yes,2,semi-furnished,354267
2,3,1298,3,yes,no,no,no,yes,no,2,semi-furnished,266030
3,4,1362,2,yes,no,yes,no,yes,no,2,furnished,362193
3,4,1475,1,yes,yes,no,no,no,yes,2,semi-furnished,341342
4,6,2234,1,yes,yes,no,yes,no,yes,2,furnished,492779
4,5,2220,2,yes,yes,yes,yes,yes,no,1,semi-furnished,446889
4,5,2021,4,yes,no,no,no,no,no,0,unfurnished,402762
1,1,696,2,yes,no,yes,yes,yes,no,2,furnished,161074
3,2,1494,1,yes,no,yes,no,yes,yes,1,semi-furnished,340367
3,3,1625,1,yes,no,yes,no,yes,no,0,semi-furnished,306297
1,2,1028,3,yes,yes,no,no,no,yes,0,furnished,263207
2,2,1485,3,no,no,no,no,yes,yes,0,unfurnished,259095
4,4,2000,2,no,no,no,no,yes,no,2,semi-furnished,381602
2,3,1069,2,yes,no,yes,no,no,yes,2,semi-furnished,250557
3,4,1753,1,yes,yes,no,no,yes,no,1,semi-furnished,325741
2,4,1135,3,no,no,no,no,no,yes,2,unfurnished,232798
1,1,796,3,no,no,yes,no,yes,no,1,unfurnished,183102
2,3,1565,1,no,no,no,no,yes,yes,2,semi-furnished,244356
5,5,2665,3,yes,no,yes,no,yes,no,1,unfurnished,457020
4,4,2131,1,no,no,yes,no,no,yes,2,furnished,433668
5,5,2245,1,yes,no,no,no,yes,no,1,semi-furnished,408303
3,3,1742,1,yes,yes,no,no,yes,no,1,furnished,387895
2,2,1512,1,no,no,yes,no,yes,yes,2,furnished,340759
3,4,1624,2,yes,no,yes,yes,no,yes,0,semi-furnished,349814
3,3,1970,2,no,yes,yes,no,yes,yes,3,unfurnished,357643
4,5,2358,2,yes,no,yes,no,yes,no,2,semi-furnished,478159
1,2,1232,2,no,no,yes,no,yes,yes,1,semi-furnished,205369
3,3,1761,1,yes,no,yes,no,no,yes,2,semi-furnished,391775
2,2,1417,1,no,no,no,yes,yes,yes,0,semi-furnished,242549
2,2,1582,2,yes,no,no,no,yes,no,2,furnished,306225
4,5,2189,2,yes,no,no,yes,no,yes,3,furnished,469445
3,3,1599,1,yes,yes,no,no,no,yes,1,furnished,327999
3,3,1610,3,yes,no,yes,no,yes,no,2,semi-furnished,368412
3,3,1747,3,yes,yes,yes,no,no,no,1,furnished,393713
3,4,1441,3,yes,yes,no,no,yes,yes,2,furnished,384167
4,6,2071,2,yes,no,yes,no,yes,no,1,semi-furnished,393972
4,4,2319,1,yes,no,yes,no,yes,no,1,semi-furnished,431262
5,6,2061,2,yes,no,yes,no,yes,yes,3,semi-furnished,469606
4,5,2406,1,no,yes,no,no,no,yes,0,furnished,484643
2,4,1524,2,yes,no,no,no,yes,no,2,semi-furnished,270666
3,4,1608,1,yes,yes,no,no,yes,yes,2,unfurnished,344470
3,4,1808,3,yes,no,no,no,yes,yes,2,unfurnished,351391
2,3,1300,1,yes,no,no,yes,yes,yes,2,unfurnished,238900
4,5,2345,3,yes,yes,yes,yes,yes,no,2,furnished,473954
1,1,1096,3,yes,no,yes,no,yes,yes,0,semi-furnished,234229
5,5,2219,2,no,yes,yes,no,yes,no,3,furnished,544981
3,2,1817,3,yes,no,yes,yes,no,yes,2,furnished,375340
3,4,1658,2,yes,no,yes,no,yes,no,0,furnished,363312
3,4,1716,3,yes,no,yes,no,yes,no,1,unfurnished,352129
4,4,1954,2,yes,no,yes,no,yes,yes,2,semi-furnished,382510
3,4,2049,3,yes,no,yes,no,yes,no,3,semi-furnished,389274
3,3,1908,2,yes,yes,no,no,no,yes,3,semi-furnished,356554
1,1,752,3,yes,yes,no,no,no,no,2,furnished,199369
3,5,1433,2,yes,no,no,no,yes,yes,0,semi-furnished,338318
2,2,1222,2,yes,no,yes,no,yes,yes,3,semi-furnished,275802
4,3,2186,3,no,yes,no,no,yes,no,2,semi-furnished,386701
3,4,1748,3,yes,no,yes,yes,yes,no,1,unfurnished,327904
3,4,1950,2,yes,no,yes,no,yes,yes,1,furnished,410590
1,1,1057,1,yes,no,yes,no,no,yes,1,unfurnished,177294
1,2,1093,2,yes,no,no,no,no,yes,2,semi-furnished,215477
4,5,2165,4,no,no,no,no,yes,no,1,semi-furnished,420786
1,1,622,3,yes,no,yes,no,no,yes,0,semi-furnished,166927
1,1,860,3,yes,yes,yes,no,no,yes,0,unfurnished,186035
1,2,1112,1,no,no,no,yes,no,yes,1,furnished,222447
5,5,2489,2,yes,yes,yes,no,no,no,1,semi-furnished,479982
4,6,2200,2,yes,yes,yes,yes,yes,yes,2,semi-furnished,441305
3,4,1636,3,yes,no,yes,yes,yes,yes,0,furnished,386520
2,4,1094,1,yes,no,no,no,no,yes,3,furnished,262349
2,2,1275,3,yes,yes,yes,yes,no,yes,2,unfurnished,245053
4,6,2161,2,no,no,yes,no,no,no,3,furnished,472382
3,3,1568,1,yes,no,yes,no,yes,no,2,furnished,331799
2,2,1252,2,yes,yes,no,no,yes,no,0,unfurnished,233795
2,1,1112,1,yes,no,no,yes,yes,yes,1,unfurnished,231392
1,1,1123,2,yes,no,yes,no,yes,no,0,furnished,204969
3,4,1641,1,yes,yes,no,no,yes,yes,3,semi-furnished,350358
4,4,2390,1,yes,no,no,no,yes,yes,1,semi-furnished,403531
2,2,1605,3,no,no,no,no,yes,no,2,unfurnished,299250
1,2,883,1,no,no,no,no,yes,yes,2,unfurnished,144778
1,1,698,1,no,no,no,no,yes,yes,3,unfurnished,136463
5,6,2082,2,no,yes,no,no,yes,no,2,furnished,493483
2,2,1005,2,yes,no,yes,yes,yes,yes,2,semi-furnished,238489
4,5,1825,3,yes,yes,no,no,yes,no,1,furnished,392352
3,4,1975,2,no,no,no,no,no,no,2,furnished,398361
3,3,1723,3,yes,no,no,no,yes,yes,0,unfurnished,334570
2,2,1377,2,yes,yes,no,no,yes,yes,2,furnished,296962
2,2,855,1,yes,no,no,yes,no,yes,2,semi-furnished,190681
3,4,1460,1,yes,yes,no,no,yes,yes,0,unfurnished,286491
4,4,2277,2,no,no,no,no,no,yes,3,furnished,461885
3,3,1757,2,yes,no,no,no,yes,no,1,furnished,318456
3,2,1670,3,yes,yes,no,no,no,yes,2,unfurnished,315771
1,1,1012,2,no,no,no,yes,yes,yes,2,unfurnished,223118
5,5,2827,2,yes,no,no,no,no,yes,2,unfurnished,481320
4,5,2055,1,yes,yes,no,yes,no,yes,0,semi-furnished,395310
2,2,1313,1,yes,no,no,no,yes,no,1,furnished,239171
5,5,2538,2,no,no,yes,no,yes,yes,2,furnished,554537
3,4,2178,2,yes,no,yes,no,yes,no,2,semi-furnished,428691
3,4,1280,2,yes,no,no,yes,yes,yes,1,furnished,343996
4,4,2236,1,yes,no,no,no,yes,yes,1,unfurnished,375359
4,4,2077,2,yes,no,yes,no,no,yes,0,semi-furnished,417647
3,3,1813,3,no,no,yes,no,yes,yes,3,semi-furnished,394663
2,4,1168,1,no,no,no,no,yes,no,1,unfurnished,227353
2,2,1290,2,yes,yes,no,no,no,yes,0,unfurnished,253368
5,6,2642,4,yes,no,no,yes,yes,no,2,semi-furnished,503009
2,3,1922,2,no,no,no,no,yes,yes,1,unfurnished,324042
3,4,1861,2,no,no,yes,no,no,no,3,unfurnished,362046
3,2,1530,1,no,yes,yes,yes,no,yes,0,unfurnished,294164
3,3,1615,2,no,no,yes,no,yes,yes,0,unfurnished,279834
3,3,1609,1,yes,no,no,no,no,yes,2,unfurnished,292959
5,5,2140,4,yes,no,yes,no,yes,yes,1,semi-furnished,484925
2,3,1233,3,yes,no,no,yes,yes,no,0,furnished,276698
2,4,1446,3,yes,no,no,no,yes,yes,1,furnished,330729
2,3,1045,3,yes,no,no,no,yes,yes,1,furnished,252729
4,5,2309,2,yes,no,no,no,yes,yes,2,furnished,514913
3,2,1797,2,yes,yes,yes,no,yes,yes,0,semi-furnished,386720
2,2,1153,3,yes,no,no,yes,no,no,3,furnished,286727
4,4,2071,4,yes,yes,yes,no,yes,no,2,unfurnished,434371
4,5,2419,2,yes,no,yes,no,no,no,0,unfurnished,415105
4,6,2246,3,yes,no,no,no,yes,yes,0,furnished,475894
5,6,2501,2,yes,no,yes,no,no,no,2,furnished,531761
2,1,1252,2,yes,yes,no,no,yes,no,1,unfurnished,227011
4,4,2115,2,no,no,no,no,yes,yes,1,unfurnished,409420
3,4,1597,1,yes,yes,yes,no,yes,yes,1,unfurnished,351957
4,4,1679,1,yes,yes,yes,no,no,no,2,unfurnished,349249
4,5,2508,1,yes,yes,no,yes,no,yes,2,unfurnished,423336
4,5,2131,2,yes,no,no,no,yes,no,0,semi-furnished,365995
3,4,1779,2,yes,no,no,no,yes,yes,2,furnished,396361
2,2,1288,2,yes,no,no,no,yes,yes,2,unfurnished,268165
3,3,1552,4,yes,no,no,no,no,no,0,furnished,326434
6,6,2862,2,yes,yes,no,no,no,no,2,unfurnished,557738
5,5,2180,2,yes,no,yes,no,no,yes,2,semi-furnished,433631
1,1,1355,1,no,yes,no,no,no,no,3,unfurnished,189432
2,3,1053,1,no,yes,no,no,no,yes,0,furnished,226328
2,3,1093,3,yes,yes,no,no,yes,no,3,semi-furnished,236022
4,3,2011,2,yes,no,no,no,no,no,2,semi-furnished,383611
4,4,2357,3,yes,no,no,no,no,no,2,unfurnished,401405
2,2,1302,1,yes,no,yes,no,no,yes,2,furnished,261419
3,3,1452,2,yes,no,no,no,yes,yes,0,unfurnished,301071
4,5,2350,1,yes,no,no,no,yes,no,3,unfurnished,381800
4,3,2246,1,yes,yes,no,no,yes,yes,2,unfurnished,385095
3,3,1807,1,yes,no,yes,no,yes,yes,0,unfurnished,300385
3,3,1843,1,yes,no,yes,no,yes,no,0,semi-furnished,342410
3,4,2178,2,no,no,no,no,yes,yes,0,furnished,427334
2,3,1737,1,yes,no,no,no,yes,yes,2,furnished,391885
3,3,1562,4,no,no,yes,no,yes,yes,2,unfurnished,336716
3,4,2024,2,yes,yes,no,no,yes,yes,1,unfurnished,401712
4,5,2176,1,no,no,yes,no,yes,yes,1,furnished,469360
3,5,1799,1,yes,no,no,no,no,no,2,semi-furnished,322635
4,4,1761,2,yes,yes,no,no,no,yes,2,semi-furnished,376698
2,3,1265,1,yes,no,yes,no,yes,yes,0,furnished,302568
3,5,1537,3,yes,no,no,no,no,no,1,semi-furnished,328488
1,3,1065,4,no,yes,no,no,no,no,0,furnished,214571
2,3,1514,1,yes,no,yes,no,yes,no,3,furnished,334857
4,5,1685,2,yes,no,no,no,yes,yes,2,semi-furnished,351149
6,6,2895,1,yes,no,no,no,yes,no,3,semi-furnished,525554
1,2,1124,2,yes,yes,no,no,yes,yes,1,furnished,229396
3,4,1662,2,yes,yes,yes,no,no,yes,2,semi-furnished,359004
4,5,2245,1,yes,no,yes,no,yes,yes,2,furnished,466803
2,2,1370,1,yes,no,no,no,yes,yes,1,furnished,279465
3,4,1768,2,no,no,yes,yes,no,yes,1,furnished,402342
4,5,2045,2,no,yes,no,no,yes,no,2,furnished,414577
3,3,1456,1,yes,yes,yes,yes,no,yes,3,furnished,348391
2,3,1075,2,yes,yes,no,no,yes,no,1,unfurnished,222432
3,4,1841,2,yes,no,no,no,yes,yes,0,semi-furnished,359753
4,5,2103,3,yes,no,no,no,yes,yes,2,furnished,458478
3,3,1672,1,yes,no,no,no,yes,yes,3,furnished,383323
1,1,815,3,no,no,no,no,yes,no,2,furnished,185229
4,6,2038,2,yes,no,no,no,yes,no,1,unfurnished,405357
1,1,1109,1,no,no,yes,yes,yes,no,1,furnished,212359
4,5,2032,2,no,yes,no,yes,yes,no,1,furnished,420809
2,2,1031,2,no,no,no,no,yes,no,2,semi-furnished,190803
5,6,2648,3,no,no,yes,yes,no,no,2,semi-furnished,510938
3,3,1659,1,yes,yes,yes,no,yes,no,2,furnished,358248
2,3,1306,2,yes,yes,yes,no,yes,yes,1,semi-furnished,278122
2,2,1621,2,yes,no,yes,no,yes,yes,3,furnished,344682
2,1,1295,4,yes,no,no,no,yes,yes,2,furnished,277736
4,4,2157,2,yes,yes,no,no,yes,yes,3,semi-furnished,438512
6,5,2664,4,yes,yes,no,yes,yes,yes,2,unfurnished,492428
3,5,1656,3,yes,no,no,no,no,yes,2,semi-furnished,356466
3,5,1821,1,no,no,yes,yes,yes,yes,2,furnished,420078
4,4,1788,3,no,no,yes,no,yes,yes,1,semi-furnished,364870
4,5,2140,4,yes,yes,no,no,yes,no,3,furnished,515460
3,3,1720,1,yes,yes,yes,yes,no,yes,0,unfurnished,328752
3,4,1708,2,yes,yes,yes,no,yes,yes,2,semi-furnished,338331
3,4,1907,2,yes,yes,no,yes,yes,no,3,furnished,404741
3,5,1766,1,yes,no,no,no,yes,yes,1,semi-furnished,355019
1,1,1195,1,yes,no,yes,no,yes,yes,2,semi-furnished,243549
3,4,1501,1,yes,no,no,no,yes,yes,2,furnished,342289
3,3,1727,1,no,no,no,no,no,yes,2,unfurnished,286008
4,6,2116,2,no,yes,yes,no,yes,yes,2,unfurnished,400020
1,1,686,1,yes,no,no,no,yes,yes,2,furnished,159796
3,4,1891,3,yes,no,yes,no,no,yes,2,unfurnished,354764
3,4,2164,3,yes,no,no,yes,yes,no,1,semi-furnished,370714
3,4,1696,1,yes,yes,no,yes,yes,yes,1,unfurnished,316863
1,1,1001,2,yes,no,no,no,yes,no,1,unfurnished,186309
3,5,1716,2,yes,yes,yes,no,yes,yes,2,semi-furnished,411934
3,3,1557,4,yes,yes,yes,no,yes,yes,0,furnished,389825
3,4,1335,1,yes,no,yes,no,yes,no,2,unfurnished,305317
3,3,1558,1,yes,no,no,no,no,yes,1,furnished,354086
3,3,1421,3,yes,yes,yes,yes,no,no,2,furnished,358810
4,5,2440,3,yes,yes,no,no,no,yes,0,furnished,500164
2,2,1276,3,yes,no,yes,no,yes,no,2,unfurnished,253938
4,4,2030,3,no,yes,no,no,yes,yes,2,unfurnished,380187
3,3,1877,1,yes,no,yes,no,yes,yes,3,furnished,405293
1,1,675,2,no,yes,no,no,yes,no,2,unfurnished,138363
1,2,746,1,yes,yes,yes,no,no,no,2,furnished,204619
2,3,1313,1,yes,no,yes,no,yes,yes,3,unfurnished,282026
4,3,2305,3,yes,no,no,yes,no,no,2,semi-furnished,415293
4,4,2200,1,yes,yes,no,yes,yes,yes,1,furnished,469160
4,4,2149,2,yes,no,yes,no,yes,yes,2,furnished,482331
3,2,1715,3,yes,yes,yes,no,yes,yes,2,furnished,406417
3,4,1780,1,yes,yes,no,yes,yes,no,1,furnished,345210
2,3,1340,4,yes,no,yes,no,no,no,2,unfurnished,245252
2,2,1094,4,yes,no,no,no,no,yes,2,furnished,289268
3,3,1709,2,yes,no,no,yes,yes,yes,3,unfurnished,330862
1,1,685,1,yes,no,yes,no,yes,no,3,semi-furnished,151328
2,3,1316,2,yes,no,no,no,yes,yes,1,semi-furnished,264496
3,5,1603,2,yes,no,no,no,yes,yes,1,furnished,365439
4,4,2607,2,yes,yes,no,no,yes,yes,0,unfurnished,463998
6,6,2892,1,yes,yes,yes,no,no,yes,1,semi-furnished,544881
5,6,2219,4,yes,no,no,no,yes,yes,2,unfurnished,449775
3,5,1673,1,yes,no,yes,no,yes,yes,1,unfurnished,342682
3,3,1803,3,yes,no,no,no,no,no,2,furnished,376339
3,2,2034,1,yes,no,no,no,yes,no,2,furnished,389799
4,3,1982,2,yes,no,yes,no,yes,yes,2,unfurnished,394158
2,3,983,3,yes,yes,no,no,yes,yes,0,unfurnished,213506
3,3,1863,1,yes,no,no,yes,yes,yes,1,semi-furnished,333501
4,3,1823,1,yes,no,no,no,yes,yes,1,furnished,443314
3,4,1612,2,yes,no,no,no,yes,no,1,semi-furnished,309436
3,2,1648,3,yes,yes,yes,no,no,no,3,furnished,362884
3,4,1686,2,yes,no,yes,no,no,no,2,furnished,383074
2,2,1437,2,yes,no,yes,no,no,no,1,semi-furnished,300133
3,2,1563,1,yes,no,yes,no,yes,yes,2,furnished,340503
2,3,1245,4,yes,no,no,no,no,yes,1,semi-furnished,246093
1,1,897,3,yes,no,no,no,yes,no,2,unfurnished,145796
1,3,929,2,yes,no,no,no,yes,no,1,unfurnished,212342
4,5,2119,3,yes,no,no,yes,yes,yes,2,unfurnished,391517
2,2,1387,2,yes,yes,no,yes,yes,yes,1,unfurnished,267888
3,4,1868,2,yes,no,no,no,yes,no,0,furnished,355538
2,2,1378,1,no,no,no,no,yes,yes,1,unfurnished,212392
5,6,2590,2,yes,no,yes,no,no,no,1,unfurnished,464952
2,2,983,2,yes,yes,no,no,yes,no,2,unfurnished,188204
3,4,1710,1,yes,no,yes,no,no,yes,0,semi-furnished,326577
4,3,2195,2,yes,yes,yes,no,yes,no,2,furnished,502882
4,4,2245,3,yes,yes,yes,no,yes,no,2,furnished,493107
2,3,1161,2,no,no,no,yes,yes,no,2,furnished,273147
4,5,1968,2,yes,yes,no,no,yes,yes,2,unfurnished,410653
3,3,1585,3,yes,yes,no,no,yes,yes,0,semi-furnished,325792
3,3,1807,1,yes,no,no,no,yes,yes,2,unfurnished,322045
2,3,1506,2,no,yes,yes,no,yes,yes,3,semi-furnished,319684
1,3,818,3,yes,no,no,yes,yes,yes,2,semi-furnished,208287
4,3,2281,2,yes,yes,no,no,no,yes,2,furnished,460951
3,3,1724,2,yes,no,yes,no,yes,no,2,furnished,373908
3,3,1675,1,yes,no,no,no,yes,yes,1,semi-furnished,311373
4,5,2057,3,yes,no,yes,no,no,yes,2,semi-furnished,425852
4,3,2249,2,yes,yes,no,no,yes,yes,3,furnished,472706
2,2,1365,3,yes,yes,yes,no,no,no,0,unfurnished,229422
3,4,2155,2,yes,yes,yes,yes,no,no,2,furnished,399866
2,1,1129,2,yes,no,no,no,no,yes,1,unfurnished,194698
4,4,2203,3,yes,no,yes,no,yes,no,1,furnished,499946
3,3,1594,2,yes,yes,yes,no,yes,yes,2,semi-furnished,340600
5,5,2326,2,no,yes,no,no,yes,yes,2,furnished,523957
1,1,897,2,yes,yes,yes,no,yes,no,2,unfurnished,143151
1,2,927,3,no,no,no,no,yes,no,3,semi-furnished,165936
2,2,1883,2,no,no,no,yes,yes,yes,1,semi-furnished,298368
