Neighborhood,Bedrooms,Bathrooms,Square_Feet,Year_Built,Age,Property_Type,Garage_Spaces,Has_Pool,Has_Fireplace,Has_AC,Lot_Size,Distance_to_School,Distance_to_Shopping,Distance_to_Highway,Price
Downtown,2,3,1767,1975.0,49,Townhouse,1,0,0,1,2439.0,5.2,0.3,4.3,277010
Downtown,4,3,2033,1972.0,52,Single Family,1,0,1,1,8601.0,2.9,4.8,1.5,400964
Uptown,2,2,1429,1979.0,45,Single Family,0,0,0,1,10786.0,0.3,1.8,1.5,263475
Hillside,4,5,2097,1959.0,65,Single Family,1,0,0,1,11037.0,2.2,1.2,1.0,385956
Riverside,2,2,1053,2021.0,3,Townhouse,0,1,0,0,10500.0,0.0,5.5,2.7,217225
University,4,4,1720,2013.0,11,Single Family,2,1,1,1,9021.0,0.2,0.2,8.0,340148
University,3,4,1849,1971.0,53,Condo,2,0,0,0,8383.0,0.3,3.1,7.7,260680
University,1,2,1209,1964.0,60,Condo,2,0,0,0,10723.0,1.4,0.9,3.6,116243
Industrial,2,3,1153,2005.0,19,Single Family,2,0,0,0,9021.0,0.3,2.4,7.1,186722
Industrial,1,2,568,2023.0,1,Single Family,1,0,0,1,9118.0,0.7,5.3,9.9,92347
Suburban,3,4,1634,1969.0,55,Single Family,2,0,1,1,8103.0,0.4,1.5,4.8,279236
Riverside,2,2,1112,1996.0,28,Townhouse,2,0,1,1,6844.0,0.6,0.0,1.6,221046
University,3,4,1569,2002.0,22,Townhouse,0,0,0,0,3950.0,4.3,0.1,2.0,228302
Industrial,2,2,1422,2002.0,22,Townhouse,2,0,0,0,4467.0,8.9,0.8,8.0,147541
Suburban,2,2,1289,,74,Single Family,3,0,1,1,6850.0,1.7,3.0,3.3,191865
Hillside,4,5,1934,1951.0,73,Single Family,1,0,1,0,7638.0,1.3,0.7,5.2,346510
Suburban,1,2,1017,2007.0,17,Townhouse,2,1,1,1,5096.0,1.8,0.8,0.4,217054
Industrial,5,5,2633,1968.0,56,Single Family,2,0,0,1,4872.0,2.2,3.1,0.6,346520
Uptown,4,6,2032,2011.0,13,Townhouse,2,0,0,1,6906.0,2.0,0.2,1.3,456599
Uptown,3,2,1727,2021.0,3,Townhouse,2,0,0,1,10706.0,0.1,3.8,0.6,386741
University,3,3,1804,1961.0,63,Single Family,1,0,0,0,2000.0,0.6,0.6,7.1,214968
Uptown,4,3,2185,1975.0,49,Single Family,1,0,1,1,5185.0,0.6,0.1,0.7,365298
University,2,3,1308,1976.0,48,Single Family,2,0,0,1,8484.0,0.7,0.2,2.4,175843
University,1,2,1186,1978.0,46,Single Family,2,0,0,1,11860.0,0.6,6.1,0.3,148915
Industrial,2,2,1416,1964.0,60,Townhouse,3,0,1,0,14482.0,2.3,1.2,0.5,202240
Uptown,4,5,2009,1995.0,29,Townhouse,1,1,0,1,6973.0,2.1,0.6,0.9,453102
University,1,1,811,1950.0,74,Condo,1,1,1,1,6929.0,0.0,1.5,12.2,121758
Riverside,3,4,1588,2009.0,15,Townhouse,1,0,0,0,7586.0,0.5,2.3,4.8,338248
Hillside,6,6,3026,2006.0,18,Single Family,0,1,0,1,8681.0,1.5,0.8,3.4,591489
Suburban,4,4,1975,1952.0,72,Single Family,1,0,0,0,7865.0,0.2,2.6,7.4,254408
Suburban,3,5,1615,1967.0,57,Condo,1,1,0,1,8349.0,0.1,0.6,9.4,288437
Industrial,1,1,1111,2001.0,23,Single Family,1,0,0,1,3990.0,2.6,0.2,1.8,89455
Uptown,4,4,2138,2009.0,15,Townhouse,1,0,0,1,3014.0,0.9,1.6,1.2,383816
Uptown,3,4,1939,1983.0,41,Townhouse,1,0,0,1,10145.0,2.9,0.3,1.1,370024
University,2,4,1459,2009.0,15,Single Family,3,1,1,1,7421.0,2.6,5.6,0.1,220064
Downtown,1,1,664,1975.0,49,Single Family,2,0,0,1,10500.0,3.4,0.0,1.0,125922
University,5,4,2479,2021.0,3,Single Family,0,0,0,1,8671.0,0.1,2.8,1.3,411903
Hillside,3,3,1897,1968.0,56,Condo,2,1,0,0,3700.0,0.3,0.7,0.1,326190
Riverside,4,5,1855,1971.0,53,Single Family,2,1,0,1,12659.0,0.5,3.7,6.4,424646
Suburban,4,4,2183,1982.0,42,Condo,2,0,0,1,8094.0,0.2,0.1,5.6,349510
University,3,4,1692,1987.0,37,Single Family,1,0,0,1,5758.0,1.0,6.1,0.9,248619
Downtown,3,5,1349,1984.0,40,Duplex,1,0,0,1,6397.0,2.4,0.2,4.9,300421
Downtown,3,3,1723,2016.0,8,Single Family,2,0,0,1,4365.0,4.5,3.1,4.8,367076
University,2,2,1132,1959.0,65,Single Family,1,0,0,1,8998.0,3.3,1.5,1.2,132748
Industrial,3,3,1466,1964.0,60,Condo,3,0,1,1,7666.0,0.9,1.1,3.6,203538
Suburban,4,4,2101,1960.0,64,Condo,2,0,0,1,14055.0,1.5,0.7,1.0,372988
Industrial,3,4,1313,1973.0,51,Single Family,3,0,0,1,9559.0,0.4,3.7,0.2,233550
Riverside,4,4,1965,1953.0,71,Townhouse,1,0,1,1,,0.8,0.4,2.1,373563
Downtown,3,3,2210,1962.0,62,Condo,1,0,1,0,5116.0,3.1,2.6,1.7,398908
Downtown,3,4,1830,2022.0,2,Single Family,1,0,1,0,7007.0,0.0,1.2,0.4,421949
Hillside,3,3,1523,2006.0,18,Single Family,3,0,0,1,10670.0,1.1,13.0,2.0,335486
Riverside,3,4,1980,1986.0,38,Condo,1,0,1,0,9766.0,3.1,1.9,8.9,350767
Downtown,4,3,1901,1997.0,27,Single Family,2,0,1,1,7953.0,0.2,0.2,3.9,394035
Riverside,2,3,1189,2020.0,4,Single Family,1,0,1,1,4770.0,6.1,1.1,4.0,216186
Suburban,3,5,1470,1950.0,74,Townhouse,1,0,0,0,2000.0,0.0,0.1,4.3,156344
Uptown,2,3,1351,2009.0,15,Single Family,0,0,0,1,7340.0,3.3,0.7,4.1,261398
Downtown,3,5,1973,1961.0,63,Single Family,2,0,1,1,7468.0,0.7,0.8,0.1,417255
Hillside,3,3,1500,1970.0,54,Duplex,2,0,0,1,8384.0,0.2,3.8,7.8,267659
Suburban,3,3,1287,1960.0,64,Single Family,0,0,0,0,3663.0,0.3,3.6,5.3,176707
University,5,6,2718,1993.0,31,Condo,2,1,0,1,5362.0,1.8,0.0,1.0,383078
Riverside,3,4,2010,2007.0,17,Condo,2,0,0,1,9175.0,3.1,1.5,2.4,402789
University,4,4,1700,1993.0,31,Single Family,2,0,0,0,9755.0,1.5,0.5,2.9,287822
Industrial,3,3,1792,1983.0,41,Single Family,2,0,0,1,8602.0,4.0,0.8,0.4,201686
Suburban,3,3,1745,1974.0,50,Single Family,1,1,1,1,6960.0,2.8,0.0,0.9,296417
University,1,1,742,1953.0,71,Single Family,1,0,0,0,4438.0,0.0,2.8,0.1,99575
Downtown,2,2,1021,2013.0,11,Townhouse,2,0,0,1,10861.0,1.7,6.0,6.0,301181
Riverside,3,4,1898,1965.0,59,Townhouse,1,0,1,1,10180.0,0.5,0.5,0.1,376976
Uptown,3,3,1735,1959.0,65,Single Family,1,0,0,0,6277.0,0.9,0.8,1.2,288492
Suburban,1,1,950,2015.0,9,Single Family,0,0,0,0,10499.0,0.1,0.5,0.2,201610
Downtown,2,3,1175,1984.0,40,Single Family,2,0,0,0,7792.0,0.5,5.3,4.6,274659
Hillside,2,3,1139,1955.0,69,Single Family,1,1,0,0,5953.0,1.5,0.0,7.8,175469
Industrial,5,6,2009,1968.0,56,Single Family,2,1,0,1,10780.0,0.4,1.8,2.5,340299
Riverside,2,3,1254,2008.0,16,Single Family,0,0,1,0,8300.0,1.6,4.1,0.5,269733
Suburban,3,3,1987,2002.0,22,Townhouse,3,1,1,1,6715.0,3.8,0.4,2.5,343743
Suburban,2,3,1121,1957.0,67,Single Family,1,0,1,1,4153.0,0.0,1.8,4.4,154152
Uptown,3,4,1395,1959.0,65,Single Family,2,0,0,1,4430.0,2.3,0.1,3.8,276080
Uptown,2,1,1387,2016.0,8,Townhouse,2,0,0,0,10541.0,1.5,3.4,4.1,294398
Hillside,2,3,1424,1987.0,37,Single Family,2,0,0,1,9358.0,0.1,0.6,1.0,302308
Industrial,3,5,1582,1978.0,46,Single Family,1,0,0,0,4491.0,2.3,9.0,0.2,170400
Hillside,1,1,830,1964.0,60,Single Family,2,0,0,1,4434.0,0.4,5.1,0.5,81003
Downtown,1,1,952,1972.0,52,Single Family,1,1,1,1,14307.0,0.5,2.6,9.3,219723
Downtown,2,2,1268,1995.0,29,Single Family,1,0,0,1,9393.0,0.1,1.4,2.9,282296
Hillside,1,1,1100,1977.0,47,Condo,2,0,0,1,11628.0,1.1,2.9,3.9,203912
Industrial,2,2,1787,1975.0,49,Single Family,2,0,0,1,12476.0,1.0,0.3,6.9,185368
Hillside,2,3,958,1959.0,65,Duplex,2,0,0,1,,0.6,0.7,5.7,196163
Industrial,4,3,2345,1996.0,28,Single Family,2,0,1,1,13228.0,0.3,0.1,0.7,360907
Industrial,3,5,1721,1953.0,71,Single Family,1,0,1,1,4766.0,2.7,2.1,0.2,207644
University,3,4,1977,2004.0,20,Single Family,3,0,0,1,10187.0,3.1,3.3,7.8,321239
Riverside,2,3,1444,2015.0,9,Single Family,0,0,0,1,7652.0,1.2,5.8,12.0,247546
Industrial,5,6,2512,2016.0,8,Single Family,2,0,1,1,10170.0,0.4,2.3,2.5,354301
Uptown,3,2,1852,1956.0,68,Single Family,2,0,1,1,7367.0,0.2,2.6,6.6,325985
Industrial,1,1,821,2004.0,20,Single Family,1,1,1,1,9647.0,3.0,4.5,0.8,156132
Industrial,3,4,1545,1980.0,44,Single Family,1,0,0,1,12085.0,0.2,5.5,0.4,209357
Industrial,2,3,1462,,1,Single Family,2,0,0,0,11358.0,0.0,1.4,2.1,212458
University,2,3,1131,1968.0,56,Single Family,0,0,0,0,7814.0,1.0,0.2,5.0,136353
University,3,3,1828,1977.0,47,Single Family,1,0,0,1,5139.0,2.0,1.3,3.2,247357
Downtown,4,6,2106,1977.0,47,Townhouse,0,0,1,1,7107.0,0.9,1.6,3.0,473926
University,3,3,1234,1968.0,56,Condo,2,0,0,1,,0.1,2.0,0.1,232382
Uptown,4,5,1985,1969.0,55,Single Family,0,0,0,1,9956.0,1.8,9.1,1.1,389941
Uptown,6,6,2966,1962.0,62,Single Family,0,0,0,1,11210.0,1.5,5.0,8.4,551878
University,2,2,1218,1992.0,32,Single Family,0,0,1,1,5806.0,1.7,1.0,0.4,168422
Hillside,2,3,790,1960.0,64,Condo,1,0,0,0,5202.0,0.4,0.2,3.9,106800
Riverside,3,2,1964,1997.0,27,Single Family,2,0,0,1,4940.0,2.4,0.5,4.3,350068
University,3,3,1733,1964.0,60,Townhouse,3,1,1,0,7408.0,1.0,0.4,4.0,241837
Industrial,3,4,1788,1966.0,58,Single Family,0,1,0,1,8642.0,1.2,0.9,13.6,215278
Suburban,5,6,2405,2003.0,21,Single Family,2,0,0,0,9109.0,1.2,4.2,1.6,442277
Riverside,4,6,2206,1999.0,25,Single Family,2,0,0,1,3756.0,0.5,1.2,3.4,444291
Riverside,3,4,2066,1977.0,47,Single Family,2,1,1,1,5139.0,0.4,1.7,0.6,438608
Uptown,2,2,1152,1953.0,71,Condo,2,0,1,0,5892.0,0.0,0.4,1.5,163690
Riverside,4,5,2433,1971.0,53,Single Family,1,1,1,1,13272.0,0.8,1.4,2.0,498885
University,5,6,2579,1988.0,36,Single Family,1,0,1,1,6856.0,1.0,4.1,0.7,391437
Industrial,4,3,1926,1983.0,41,Single Family,1,1,1,0,3569.0,2.0,3.0,7.1,239816
Industrial,1,3,1342,1993.0,31,Townhouse,0,1,1,1,9144.0,0.1,0.2,3.8,192123
Downtown,3,2,1778,1991.0,33,Single Family,2,0,0,1,7674.0,3.9,4.0,1.0,337934
Industrial,1,2,1035,1989.0,35,Single Family,1,0,1,1,4475.0,0.5,0.6,0.4,158702
Industrial,2,2,1246,1961.0,63,Single Family,1,0,0,0,6579.0,0.7,2.2,1.0,87255
Uptown,1,1,740,1951.0,73,Single Family,1,0,1,0,6975.0,0.1,0.3,2.9,97275
Industrial,3,3,1733,1977.0,47,Townhouse,2,0,1,1,7630.0,1.6,2.2,5.3,248326
Downtown,3,4,2016,2023.0,1,Single Family,2,0,0,0,10789.0,1.9,0.1,2.1,493168
Suburban,2,2,1238,2016.0,8,Single Family,2,0,0,0,9681.0,4.0,1.8,0.3,215673
University,3,2,1694,2020.0,4,Single Family,1,0,0,1,8375.0,0.6,2.1,0.9,261482
Uptown,3,4,1991,2021.0,3,Condo,2,1,0,1,10958.0,0.4,0.6,1.3,503107
Suburban,3,5,1639,1959.0,65,Single Family,1,0,0,1,6770.0,1.9,5.5,3.0,234497
Uptown,2,2,1402,2006.0,18,Single Family,0,0,0,1,5824.0,1.8,0.1,0.8,269232
Hillside,3,3,1875,1986.0,38,Condo,1,0,0,1,8926.0,4.1,4.4,0.8,347527
Riverside,4,4,2060,2013.0,11,Single Family,2,0,1,1,8694.0,0.3,1.0,1.0,448770
Hillside,1,1,961,1989.0,35,Duplex,2,0,0,0,3572.0,1.8,2.5,2.7,126497
Industrial,1,2,1032,2009.0,15,Single Family,3,1,0,1,12479.0,0.1,2.1,2.0,163911
Suburban,3,4,1619,1997.0,27,Single Family,2,0,0,1,4943.0,1.0,0.4,5.5,254726
Industrial,5,6,2663,1968.0,56,Townhouse,0,0,1,1,9588.0,0.2,0.8,3.6,379919
Riverside,3,3,1590,2021.0,3,Condo,0,0,0,1,9658.0,1.6,1.5,3.3,331389
Uptown,3,4,1564,1982.0,42,Single Family,0,0,0,1,,1.4,3.7,0.5,248091
Riverside,3,4,1394,1993.0,31,Condo,2,1,0,0,8681.0,0.1,6.2,0.2,289398
Downtown,3,4,1599,1986.0,38,Single Family,2,0,0,0,12912.0,0.6,0.0,2.1,416406
Riverside,1,2,736,1985.0,39,Condo,3,0,0,1,5869.0,0.8,0.9,0.2,140144
Downtown,3,4,1619,1970.0,54,Single Family,2,0,0,1,2306.0,0.4,2.2,1.4,276405
Riverside,5,6,2622,1951.0,73,Single Family,2,1,0,0,7648.0,0.1,1.5,0.1,456367
University,3,3,1354,1980.0,44,Condo,2,0,1,1,9398.0,0.6,5.7,0.6,241008
Downtown,4,6,1705,1979.0,45,Condo,2,1,1,1,7738.0,2.4,0.0,0.4,441721
Suburban,4,5,1950,1993.0,31,Single Family,2,0,0,1,5149.0,0.7,1.2,4.8,376485
Industrial,2,3,1392,1961.0,63,Single Family,2,0,1,1,4909.0,0.6,2.2,1.3,195324
Industrial,5,5,2557,2000.0,24,Single Family,2,0,0,0,3133.0,4.3,0.5,0.2,354573
Hillside,1,2,746,1998.0,26,Single Family,2,0,0,1,2375.0,0.1,2.6,0.9,143274
Industrial,3,4,1933,1973.0,51,Single Family,1,0,0,1,6970.0,2.2,0.2,3.4,252564
Uptown,2,2,1168,1973.0,51,Single Family,0,0,0,0,9272.0,1.0,1.2,4.1,207232
University,1,1,992,2009.0,15,Single Family,0,0,0,1,8477.0,4.3,2.3,0.4,138483
Riverside,3,4,1627,1960.0,64,Townhouse,1,1,1,1,8752.0,0.8,0.6,4.5,292484
Hillside,2,3,1126,1962.0,62,Single Family,2,0,1,0,9895.0,1.8,0.2,1.4,215656
Uptown,3,4,1578,2021.0,3,Single Family,0,0,0,1,11924.0,0.1,6.3,3.4,351877
Uptown,3,3,1846,2023.0,1,Single Family,1,0,0,0,8082.0,4.0,4.9,3.3,377007
Downtown,1,2,972,2021.0,3,Townhouse,1,0,0,1,9034.0,0.6,5.2,4.7,218462
Industrial,2,1,1493,2013.0,11,Single Family,2,0,0,1,9054.0,1.1,7.7,3.6,173489
Suburban,3,3,1772,1969.0,55,Single Family,1,0,0,1,8441.0,0.2,0.4,0.1,226140
Suburban,2,2,977,2021.0,3,Townhouse,0,0,1,1,8057.0,4.4,0.3,2.2,181888
Hillside,4,4,2522,2022.0,2,Condo,0,0,0,1,8300.0,1.7,0.1,0.5,484902
University,3,3,1775,2020.0,4,Townhouse,0,0,1,1,12684.0,0.1,4.4,10.5,293136
Suburban,4,4,2202,1977.0,47,Condo,2,1,0,1,12297.0,0.3,2.8,0.9,427302
Riverside,3,2,1624,1951.0,73,Townhouse,1,0,1,1,2878.0,0.8,2.0,1.6,227797
Suburban,3,3,1922,1992.0,32,Townhouse,2,0,1,1,8655.0,0.4,5.3,0.7,340213
Hillside,3,4,1481,1957.0,67,Single Family,2,0,1,1,8020.0,0.5,1.7,0.4,302324
Suburban,2,2,1421,1962.0,62,Single Family,3,0,1,0,11780.0,9.0,0.3,2.8,234364
Riverside,2,2,884,1984.0,40,Single Family,1,0,0,0,7892.0,1.6,0.4,2.0,146420
Downtown,4,5,2235,1972.0,52,Single Family,0,0,0,1,8754.0,3.8,0.3,1.4,437354
University,3,3,1484,1995.0,29,Single Family,0,1,1,1,6050.0,0.9,0.7,0.3,251053
Hillside,4,5,2155,1964.0,60,Single Family,1,1,0,1,10440.0,1.9,1.0,4.0,411344
Downtown,4,3,2371,1951.0,73,Townhouse,2,0,1,0,4268.0,0.9,3.2,0.0,421560
Downtown,4,3,2264,2010.0,14,Single Family,0,0,0,1,7083.0,0.6,0.4,1.8,473257
Downtown,5,6,2744,2013.0,11,Single Family,1,0,0,0,4837.0,1.1,2.6,3.0,575753
Uptown,3,4,1924,2001.0,23,Duplex,2,0,0,1,7097.0,0.8,1.4,1.7,402644
University,2,3,1195,1985.0,39,Single Family,2,0,1,1,6353.0,5.9,16.0,0.4,179073
Industrial,3,4,1819,2016.0,8,Single Family,0,1,1,0,10510.0,1.0,3.0,4.5,279660
University,3,5,1355,2018.0,6,Single Family,0,0,0,1,7343.0,2.5,6.9,1.2,237965
Uptown,3,2,1562,2016.0,8,Condo,0,0,0,1,12475.0,1.6,0.8,0.4,363621
Industrial,4,3,2378,1996.0,28,Single Family,3,1,1,0,7277.0,1.0,0.3,2.4,334044
University,3,2,1622,1951.0,73,Townhouse,2,0,1,1,4751.0,1.0,1.4,0.1,229264
Downtown,3,3,1326,1993.0,31,Single Family,2,0,0,1,7271.0,0.6,0.3,1.2,313896
Hillside,2,3,1702,2013.0,11,Single Family,3,0,1,0,9430.0,0.2,1.4,4.2,292834
Industrial,3,4,1812,,47,Single Family,2,0,0,1,13059.0,2.1,0.6,7.3,229617
Riverside,2,1,1452,2003.0,21,Townhouse,1,0,0,0,6065.0,3.8,1.4,2.7,234706
Riverside,4,6,1903,2023.0,1,Condo,1,0,0,1,12976.0,0.4,6.0,0.7,435328
Suburban,2,3,1356,2016.0,8,Townhouse,2,0,1,1,7430.0,3.9,0.7,0.7,250471
Industrial,2,2,1351,1985.0,39,Townhouse,2,1,1,1,6664.0,0.4,10.1,2.8,166077
Hillside,1,1,735,2012.0,12,Single Family,1,0,1,0,10326.0,1.1,0.5,1.6,184117
Uptown,3,3,1666,1974.0,50,Townhouse,2,0,1,0,12270.0,0.6,0.5,0.6,395613
Downtown,3,3,1399,1997.0,27,Single Family,3,0,0,1,9671.0,0.2,1.6,4.6,346839
Suburban,2,2,1230,1988.0,36,Townhouse,0,0,1,1,3755.0,0.1,3.7,0.7,224346
Riverside,1,2,1094,1996.0,28,Single Family,2,0,0,1,8999.0,0.7,2.8,1.2,214388
Uptown,3,3,1550,1970.0,54,Single Family,0,1,1,0,14523.0,0.1,2.6,0.2,348980
Uptown,2,2,1681,1979.0,45,Single Family,1,1,0,1,2000.0,0.2,0.7,3.6,309152
Downtown,3,5,1412,1980.0,44,Single Family,1,0,1,1,9120.0,0.2,0.0,1.0,305811
Industrial,3,4,1647,1975.0,49,Single Family,2,1,1,1,7146.0,0.0,0.4,0.8,245680
Riverside,3,5,1568,1971.0,53,Townhouse,2,0,1,1,5192.0,0.2,0.9,1.1,302849
Hillside,2,2,1263,1970.0,54,Single Family,1,0,1,1,11100.0,1.3,7.1,6.2,235891
Uptown,6,6,3174,1950.0,74,Single Family,2,0,0,0,2786.0,2.6,5.0,2.2,555327
Downtown,3,4,1503,1986.0,38,Townhouse,2,1,1,1,,0.3,0.4,0.5,404852
Hillside,3,2,1609,1995.0,29,Single Family,2,0,0,0,11003.0,0.1,2.6,4.5,329533
Industrial,2,1,1430,1958.0,66,Townhouse,0,0,1,1,10660.0,2.0,1.7,0.7,172331
Riverside,3,4,1718,1966.0,58,Single Family,2,0,1,1,9789.0,0.0,0.1,1.6,313782
Industrial,1,2,935,1996.0,28,Duplex,0,0,0,1,8518.0,2.0,0.9,2.5,143419
Uptown,3,3,1506,2008.0,16,Single Family,1,0,1,1,7628.0,0.2,1.3,2.6,332701
Hillside,5,5,2485,,21,Single Family,0,0,0,1,6589.0,0.4,2.2,0.2,512019
Hillside,3,3,1926,1961.0,63,Single Family,1,0,1,1,5086.0,0.2,0.7,5.4,314818
Hillside,1,1,578,2013.0,11,Single Family,2,0,1,0,10439.0,0.4,5.4,2.0,164552
Uptown,1,1,760,1955.0,69,Condo,1,0,0,1,8632.0,2.4,1.2,13.6,112466
Uptown,3,3,1336,2002.0,22,Single Family,1,1,0,1,10528.0,0.2,0.6,3.8,378507
Industrial,2,1,1407,1965.0,59,Single Family,2,0,0,1,5656.0,7.7,0.8,14.7,114331
Suburban,1,3,1145,1954.0,70,Single Family,2,0,1,0,5590.0,0.6,2.8,1.8,147501
Industrial,4,5,2063,2022.0,2,Condo,2,0,1,0,9489.0,3.8,2.0,0.5,261122
Riverside,3,4,1498,1995.0,29,Single Family,1,0,0,1,2000.0,0.3,2.7,3.9,244880
Downtown,2,2,1104,1963.0,61,Duplex,2,1,1,1,2000.0,0.3,0.7,4.5,191071
Hillside,5,5,2440,1993.0,31,Single Family,1,0,0,0,11039.0,1.2,0.8,5.7,483356
Suburban,2,2,1239,2012.0,12,Single Family,3,0,0,0,5878.0,0.1,1.0,1.1,210381
Downtown,5,4,2682,2001.0,23,Single Family,2,1,0,0,8579.0,2.4,0.4,2.1,602783
Suburban,2,2,1166,1975.0,49,Condo,2,1,0,1,9138.0,0.9,2.3,5.8,188790
University,4,5,2187,2002.0,22,Condo,0,0,0,1,11105.0,1.8,0.8,6.0,358370
Industrial,3,4,1638,1978.0,46,Single Family,1,0,0,1,6680.0,0.3,0.8,0.1,178441
Uptown,4,5,1951,1968.0,56,Single Family,0,0,0,0,6844.0,1.5,0.6,3.3,343771
Hillside,6,6,2833,1996.0,28,Townhouse,1,0,1,1,6153.0,1.4,1.2,2.8,564966
Industrial,2,4,1367,1957.0,67,Single Family,1,1,0,0,9863.0,2.1,3.0,0.3,197562
Downtown,5,4,2682,1972.0,52,Single Family,2,0,0,1,9996.0,0.5,3.6,8.0,538968
University,3,3,1649,1984.0,40,Single Family,0,0,0,1,11834.0,4.1,3.3,1.8,262480
University,3,3,1459,2002.0,22,Single Family,2,0,0,1,4260.0,4.9,1.9,3.4,156023
University,2,3,1499,2007.0,17,Single Family,0,0,0,1,14701.0,3.0,0.7,6.4,249024
Downtown,3,5,1520,1954.0,70,Single Family,1,0,0,1,7062.0,1.3,2.7,0.4,312097
Downtown,2,2,1352,1965.0,59,Single Family,2,0,1,1,,0.8,0.1,5.8,246772
Downtown,3,4,1695,1966.0,58,Condo,2,0,1,1,8490.0,0.1,3.2,3.9,337472
Downtown,3,4,1668,1981.0,43,Single Family,1,0,0,0,5267.0,4.4,3.0,5.5,322888
University,4,4,2002,2001.0,23,Townhouse,0,0,0,1,6765.0,4.5,2.2,2.0,292417
University,4,4,2224,1969.0,55,Single Family,2,1,0,0,12381.0,0.0,0.2,0.1,343876
Suburban,3,3,983,2015.0,9,Townhouse,1,1,0,1,12428.0,0.7,11.9,3.3,240287
Industrial,2,4,1527,1950.0,74,Single Family,1,0,1,0,8615.0,3.2,2.8,1.4,153214
Hillside,2,2,1117,2007.0,17,Townhouse,2,0,1,0,11131.0,0.1,2.7,1.5,289981
Uptown,2,3,1381,1993.0,31,Single Family,1,0,1,1,9232.0,0.3,0.1,1.7,314059
University,1,1,971,1955.0,69,Condo,0,0,0,1,7828.0,5.8,1.0,2.0,85681
Uptown,2,3,1554,1999.0,25,Single Family,3,1,1,1,5738.0,2.8,0.2,3.3,382277
Industrial,2,2,1339,2021.0,3,Single Family,2,0,0,0,5415.0,3.6,0.9,3.9,196676
Industrial,5,6,2334,1969.0,55,Duplex,0,0,0,0,5726.0,0.2,1.7,4.5,317677
Uptown,3,4,1379,1963.0,61,Single Family,2,1,0,1,12844.0,0.4,4.2,3.3,361609
University,2,3,1230,1954.0,70,Single Family,0,0,1,1,10619.0,1.4,0.7,4.9,164409
Uptown,3,4,1308,1990.0,34,Condo,2,0,1,1,12322.0,1.0,2.0,0.4,309695
Suburban,2,1,1174,1989.0,35,Single Family,2,1,0,1,9199.0,0.5,0.4,5.4,186444
Riverside,3,4,1641,1983.0,41,Single Family,0,0,0,1,5358.0,3.2,0.9,1.5,293059
University,3,3,1562,1994.0,30,Duplex,0,0,1,1,9809.0,3.5,5.9,2.3,215856
University,3,3,1708,,4,Single Family,0,0,1,1,11809.0,0.5,2.8,1.7,365574
Hillside,3,4,1652,2020.0,4,Condo,2,0,0,1,9919.0,0.3,1.6,1.9,363509
Downtown,6,6,2834,1976.0,48,Single Family,2,0,1,0,4049.0,0.2,0.6,1.0,585630
Riverside,4,5,1615,1993.0,31,Townhouse,0,0,0,0,3577.0,1.0,1.0,0.6,318857
Industrial,3,5,1441,1982.0,42,Single Family,1,0,1,1,9909.0,0.2,0.3,0.3,241084
University,3,3,1828,1982.0,42,Duplex,1,0,0,0,7062.0,1.0,0.9,1.8,287510
Uptown,3,4,1860,1993.0,31,Single Family,1,0,0,0,8937.0,0.9,0.3,0.4,373825
Riverside,2,2,932,1969.0,55,Single Family,1,0,1,1,5829.0,3.2,3.2,0.8,171299
Hillside,3,3,1537,1985.0,39,Townhouse,2,1,1,1,8380.0,0.5,0.2,0.4,344394
Industrial,1,1,1114,1956.0,68,Single Family,2,0,0,1,4699.0,1.2,0.4,0.3,107770
Downtown,3,5,1556,1981.0,43,Townhouse,3,0,0,1,8741.0,2.0,2.3,6.4,358634
Downtown,3,4,1677,2016.0,8,Condo,3,0,0,1,10185.0,1.4,4.7,3.4,465039
Hillside,2,4,1588,1988.0,36,Single Family,2,1,0,1,10351.0,4.6,6.7,7.7,364967
Hillside,5,6,2427,1973.0,51,Townhouse,2,0,1,0,4079.0,1.4,3.6,3.1,423604
Uptown,5,5,2399,2019.0,5,Single Family,3,0,0,1,9406.0,3.5,0.5,5.6,566463
University,4,4,2068,2003.0,21,Single Family,0,0,1,1,6237.0,0.4,0.7,2.4,303364
Downtown,3,4,2070,1987.0,37,Single Family,0,0,0,1,12580.0,1.2,4.1,1.9,472681
Industrial,4,4,2189,2023.0,1,Townhouse,0,0,1,1,10868.0,1.2,4.4,2.3,355029
Riverside,2,2,1303,1981.0,43,Single Family,2,0,0,1,8077.0,6.8,2.0,1.2,191247
Industrial,4,4,1995,1994.0,30,Townhouse,2,1,0,1,14546.0,0.3,0.8,3.2,301106
Suburban,2,3,1407,2010.0,14,Single Family,1,0,0,1,5816.0,0.2,0.5,6.8,229493
Suburban,4,5,2231,2019.0,5,Townhouse,2,1,1,1,7829.0,1.4,3.8,4.6,456742
Hillside,2,2,1085,2002.0,22,Single Family,2,1,0,1,9623.0,0.4,0.5,1.9,284258
Uptown,4,4,2237,2000.0,24,Condo,0,1,0,1,14103.0,1.5,2.2,9.2,501225
Suburban,5,6,2469,2005.0,19,Single Family,1,1,1,1,12390.0,5.4,6.9,12.7,477034
Downtown,2,3,1304,1976.0,48,Single Family,0,1,1,1,10405.0,4.4,2.4,2.0,302315
Industrial,3,3,1523,1987.0,37,Single Family,0,0,1,0,5367.0,0.4,0.6,6.0,193937
